,X,property_type,claim_id,claim_amount,property_value,pml,deductible,claim_status,payment,incident_date,payment_date,incident_type,prem,cluster,XL_lower_lim,XL_upper_lim,XL_lower_lim_%_PML,net_prem,% of risk not removed,layer_prem
883,883,house,eda5c110,198210,"366,000","73,000",500,open,20000,01/06/2017,30/08/2017,theft,361,,,,,,,
884,884,house,75ff3aa9,200040,"678,000","136,000","1,000",open,20000,06/11/2017,04/02/2018,theft,692,,,,,,,
885,885,house,920ceb18,203200,"760,000","152,000","2,000",open,20000,28/12/2015,27/03/2016,theft,779,,,,,,,
886,886,house,849f66b5,189560,"409,000","82,000","5,000",settled,184560,29/12/2008,29/03/2009,water damage,402,,,,,,,
887,887,house,4e6b28d7,197350,"477,000","95,000",500,under investigation,0,25/07/2013,NA,fire,494,,,,,,,
888,888,house,71725bee,201520,"541,000","108,000","1,000",settled,200520,23/09/2013,22/12/2013,fire,559,,,,,,,
889,889,house,cbc9cdd3,196080,"491,000","98,000","5,000",settled,191080,05/10/2006,03/01/2007,nat cat,476,,,,,,,
890,890,house,d57dde67,191480,"567,000","113,000",500,settled,190980,29/09/2019,28/12/2019,fire,553,,,,,,,
891,891,house,f4168ae2,197910,"376,000","75,000","2,000",settled,195910,17/07/2017,15/10/2017,nat cat,359,,,,,,,
892,892,house,e6ed8e61,200910,"384,000","77,000","2,000",settled,198910,18/12/2014,18/03/2015,nat cat,401,,,,,,,
893,893,house,abca890d,199930,"498,000",1e+05,500,settled,199430,07/02/2019,08/05/2019,fire,515,,,,,,,
894,894,house,c5ca9ba7,217700,"425,000","85,000",500,under investigation,0,08/07/2016,NA,water damage,428,,,,,,,
895,895,house,dd233452,214120,"272,000","54,000","2,000",denied,0,09/08/2008,NA,water damage,278,,,,,,,
896,896,house,c883410d,208920,"349,000","70,000",500,settled,208420,28/04/2020,27/07/2020,nat cat,333,,,,,,,
897,897,house,7a63f5f7,221780,"292,000","58,000","1,000",open,20000,19/04/2010,18/07/2010,theft,285,,,,,,,
898,898,house,a3a1a2d3,181070,"550,000","110,000","1,000",open,20000,21/09/2019,20/12/2019,theft,540,,,,,,,
899,899,house,b7c888be,220320,"383,000","77,000","1,000",settled,219320,06/05/2021,04/08/2021,fire,365,,,,,,,
900,900,house,131955e7,189780,"390,000","78,000","1,000",settled,188780,07/03/2017,05/06/2017,fire,377,,,,,,,
901,901,house,423a63da,202070,"637,000","127,000",500,settled,201570,28/08/2012,26/11/2012,water damage,623,,,,,,,
902,902,house,79fde1d8,177670,"209,000","42,000","5,000",settled,172670,19/06/2020,17/09/2020,fire,213,,,,,,,
903,903,house,3c96899d,230680,"575,000","115,000","2,000",settled,228680,01/04/2021,30/06/2021,fire,587,,,,,,,
904,904,house,cb7e6c64,198770,"411,000","82,000","2,000",settled,196770,05/02/2009,06/05/2009,fire,415,,,,,,,
905,905,house,78cb9300,202160,"184,000","37,000",500,settled,201660,02/11/2018,31/01/2019,other,173,,,,,,,
906,906,house,c8f93bdf,188800,"466,000","93,000","2,000",settled,186800,04/06/2013,02/09/2013,fire,480,,,,,,,
907,907,house,738b9a8b,205960,"357,000","71,000","5,000",under investigation,0,24/09/2021,NA,fire,348,,,,,,,
908,908,house,3ee479ed,199050,"478,000","96,000","1,000",open,20000,17/06/2004,15/09/2004,theft,483,,,,,,,
909,909,house,179e86b1,185520,"401,000","80,000","5,000",under investigation,0,12/01/2017,NA,water damage,395,,,,,,,
910,910,house,05998b67,187140,"443,000","89,000","2,000",denied,0,16/02/2023,NA,nat cat,444,,,,,,,
911,911,house,bef1a98d,211820,"473,000","95,000",500,settled,211320,30/11/2014,28/02/2015,water damage,461,,,,,,,
912,912,house,dd2c9bbd,183590,"273,000","55,000","5,000",under investigation,0,17/10/2011,NA,nat cat,275,,,,,,,
913,913,house,384ba108,189730,"733,000","147,000","2,000",under investigation,0,31/01/2006,NA,fire,730,,,,,,,
914,914,house,dfcb5538,209360,"495,000","99,000","1,000",settled,208360,06/08/2011,04/11/2011,nat cat,507,,,,,,,
915,915,house,46df8943,186750,"562,000","112,000",500,open,20000,27/12/2005,27/03/2006,theft,571,,,,,,,
916,916,house,43bc6fcd,202250,"670,000","134,000","2,000",under investigation,0,29/05/2006,NA,water damage,652,,,,,,,
917,917,house,f35e8d51,219440,"422,000","84,000","2,000",settled,217440,02/03/2017,31/05/2017,fire,442,,,,,,,
918,918,house,1f3d3ceb,192520,"699,000","140,000","2,000",settled,190520,02/07/2011,30/09/2011,other,690,,,,,,,
919,919,house,fa40a505,189440,"532,000","106,000","2,000",under investigation,0,22/08/2011,NA,fire,527,,,,,,,
920,920,house,81e03934,208290,"252,000","50,000",500,settled,207790,25/09/2019,24/12/2019,fire,257,,,,,,,
921,921,house,d95cc67a,196100,"352,000","70,000","1,000",settled,195100,08/09/2006,07/12/2006,fire,346,,,,,,,
922,922,house,f700d5aa,187380,"818,000","164,000",500,settled,186880,15/05/2011,13/08/2011,fire,807,,,,,,,
923,923,house,85a3aa96,176250,"705,000","141,000","1,000",under investigation,0,06/01/2017,NA,water damage,721,,,,,,,
924,924,house,7c2f1039,187330,"474,000","95,000",500,settled,186830,11/09/2006,10/12/2006,water damage,492,,,,,,,
925,925,house,6ccc53f9,204080,"444,000","89,000","2,000",under investigation,0,24/09/2007,NA,fire,461,,,,,,,
926,926,house,047ae786,225560,"580,000","116,000","2,000",settled,223560,20/12/2020,20/03/2021,other,598,,,,,,,
927,927,house,69505925,181640,"516,000","103,000",500,settled,181140,02/06/2021,31/08/2021,water damage,522,,,,,,,
928,928,house,be02c946,219370,"157,000","31,000",500,settled,218870,17/12/2013,17/03/2014,fire,145,,,,,,,
929,929,house,fa7ff2d8,206940,"380,000","76,000","5,000",open,20000,04/01/2006,04/04/2006,theft,376,,,,,,,
930,930,house,7a9a55ef,200480,"434,000","87,000","2,000",open,20000,10/04/2004,09/07/2004,theft,449,,,,,,,
931,931,house,7e144d51,199240,"348,000","70,000","1,000",settled,198240,28/08/2013,26/11/2013,fire,356,,,,,,,
932,932,house,5787e313,199590,"580,000","116,000","5,000",open,20000,23/01/2006,23/04/2006,theft,600,,,,,,,
933,933,house,18550742,199500,"447,000","89,000","1,000",settled,198500,19/04/2014,18/07/2014,fire,463,,,,,,,
934,934,house,90dc61f6,201350,"473,000","95,000","1,000",settled,200350,26/02/2011,27/05/2011,water damage,482,,,,,,,
935,935,house,b3b609ec,165140,"391,000","78,000",500,settled,164640,31/08/2004,29/11/2004,fire,376,,,,,,,
936,936,house,53870d75,195320,"603,000","121,000","2,000",settled,193320,16/04/2010,15/07/2010,other,606,,,,,,,
937,937,house,770ba56a,202500,"456,000","91,000","1,000",settled,201500,25/06/2015,23/09/2015,fire,439,,,,,,,
938,938,house,7babda3e,199990,"650,000","130,000","2,000",settled,197990,06/01/2021,06/04/2021,fire,655,,,,,,,
939,939,house,fb3c062b,211130,"462,000","92,000","5,000",open,20000,05/01/2018,05/04/2018,theft,452,,,,,,,
940,940,house,8b90e8ae,204350,"386,000","77,000","5,000",settled,199350,12/03/2017,10/06/2017,water damage,400,,,,,,,
941,941,house,482a3c77,194590,"349,000","70,000","1,000",settled,193590,01/10/2021,30/12/2021,water damage,363,,,,,,,
942,942,house,342f057b,209950,"367,000","73,000","2,000",under investigation,0,28/06/2012,NA,fire,368,,,,,,,
943,943,house,ab82ec1a,189610,"454,000","91,000","5,000",settled,184610,25/08/2013,23/11/2013,nat cat,442,,,,,,,
944,944,house,0fdb631b,195370,"411,000","82,000","5,000",settled,190370,13/01/2020,12/04/2020,nat cat,398,,,,,,,
945,945,house,d9cc3139,180490,"460,000","92,000","1,000",settled,179490,27/10/2005,25/01/2006,nat cat,468,,,,,,,
946,946,house,09663ddf,189420,"355,000","71,000",500,settled,188920,29/09/2018,28/12/2018,fire,359,,,,,,,
947,947,house,42686c35,200060,"399,000","80,000","1,000",settled,199060,25/03/2018,23/06/2018,fire,412,,,,,,,
948,948,house,bcc1f507,205550,"413,000","83,000",500,settled,205050,23/02/2009,24/05/2009,water damage,397,,,,,,,
949,949,house,2f28e3eb,217760,"278,000","56,000","2,000",settled,215760,14/11/2008,12/02/2009,other,282,,,,,,,
950,950,house,580bb929,219810,"512,000","102,000",500,settled,219310,29/07/2023,27/10/2023,other,519,,,,,,,
951,951,house,0e94d589,200640,"392,000","78,000","5,000",under investigation,0,23/09/2015,NA,fire,409,,,,,,,
952,952,house,2ff89d0d,207120,"391,000","78,000","2,000",settled,205120,15/11/2020,13/02/2021,fire,381,,,,,,,
953,953,house,5f218073,207640,"537,000","107,000","5,000",settled,202640,25/06/2017,23/09/2017,fire,553,,,,,,,
954,954,house,f8ab849f,197850,"566,000","113,000","1,000",settled,196850,17/04/2014,16/07/2014,fire,570,,,,,,,
955,955,house,9ac78a4a,181480,"592,000","118,000","1,000",settled,180480,31/01/2007,01/05/2007,fire,586,,,,,,,
956,956,house,d2fbf639,187370,"489,000","98,000",500,settled,186870,09/07/2013,07/10/2013,fire,488,,,,,,,
957,957,house,8ea921b4,199350,"267,000","53,000","1,000",settled,198350,04/01/2022,04/04/2022,other,255,,,,,,,
958,958,house,df92cce7,185210,"749,000","150,000","5,000",settled,180210,25/05/2021,23/08/2021,fire,732,,,,,,,
959,959,house,0e62acd8,185980,"152,000","30,000",500,settled,185480,22/12/2009,22/03/2010,water damage,133,,,,,,,
960,960,house,10df1af4,189320,"635,000","127,000","1,000",settled,188320,29/10/2019,27/01/2020,other,628,,,,,,,
961,961,house,15f1dcf0,194010,"455,000","91,000",500,settled,193510,11/01/2014,11/04/2014,other,455,,,,,,,
962,962,house,b2505d1b,191490,"275,000","55,000","2,000",settled,189490,23/09/2005,22/12/2005,nat cat,264,,,,,,,
963,963,house,4d184902,198460,"350,000","70,000","5,000",settled,193460,12/04/2017,11/07/2017,water damage,343,,,,,,,
964,964,house,898f35ff,207990,"435,000","87,000",500,open,20000,19/11/2010,17/02/2011,theft,448,,,,,,,
965,965,house,6d22c1ae,205130,"461,000","92,000",500,under investigation,0,16/01/2014,NA,fire,473,,,,,,,
966,966,house,d639ddb0,221650,"415,000","83,000",500,settled,221150,22/08/2019,20/11/2019,water damage,418,,,,,,,
967,967,house,bdbfcf17,213600,"581,000","116,000","1,000",open,20000,17/09/2014,16/12/2014,theft,585,,,,,,,
968,968,house,35c00a83,215920,"692,000","138,000",500,settled,215420,28/10/2016,26/01/2017,other,709,,,,,,,
969,969,house,09c9c815,207300,2e+05,"40,000","2,000",settled,205300,22/12/2011,21/03/2012,water damage,203,,,,,,,
970,970,house,e01724ca,192860,"247,000","49,000",500,settled,192360,06/11/2022,04/02/2023,nat cat,238,,,,,,,
971,971,house,c3ff4450,175260,"242,000","48,000",500,settled,174760,04/07/2009,02/10/2009,fire,240,,,,,,,
972,972,house,d12454e6,209890,5e+05,1e+05,500,settled,209390,20/04/2016,19/07/2016,water damage,487,,,,,,,
973,973,house,ae80980e,168340,"344,000","69,000","5,000",settled,163340,22/03/2014,20/06/2014,fire,328,,,,,,,
974,974,house,1e9b9763,186440,"512,000","102,000","2,000",settled,184440,15/03/2018,13/06/2018,fire,532,,,,,,,
975,975,house,d2328513,207980,"487,000","97,000",500,settled,207480,11/08/2020,09/11/2020,nat cat,491,,,,,,,
976,976,house,d2b1a203,218350,"396,000","79,000","2,000",settled,216350,14/01/2016,13/04/2016,nat cat,392,,,,,,,
977,977,house,de8f0bed,184000,"522,000","104,000","1,000",settled,183000,11/12/2010,11/03/2011,nat cat,527,,,,,,,
978,978,house,cffbe8a8,214690,"178,000","36,000","2,000",settled,212690,18/09/2020,17/12/2020,water damage,160,,,,,,,
979,979,house,7f3346f1,199460,"204,000","41,000","1,000",settled,198460,26/07/2008,24/10/2008,water damage,212,,,,,,,
980,980,house,5643afe5,170990,"631,000","126,000",500,settled,170490,24/04/2012,23/07/2012,fire,616,,,,,,,
981,981,house,fb5ab8d3,211260,"186,000","37,000","1,000",settled,210260,25/07/2005,23/10/2005,nat cat,198,,,,,,,
982,982,house,257b7e53,197660,"544,000","109,000","5,000",under investigation,0,17/11/2018,NA,other,562,,,,,,,
983,983,house,ea5a6900,201280,"388,000","78,000","1,000",settled,200280,28/11/2008,26/02/2009,fire,406,,,,,,,
984,984,house,9323f735,197510,"486,000","97,000",500,under investigation,0,03/05/2006,NA,nat cat,490,,,,,,,
985,985,house,9927e26d,183580,"251,000","50,000",500,settled,183080,05/07/2012,03/10/2012,water damage,248,,,,,,,
986,986,house,2b1abd25,227430,"395,000","79,000",500,open,20000,15/07/2011,13/10/2011,theft,377,,,,,,,
987,987,house,1935787f,215000,"503,000","101,000","2,000",settled,213000,12/07/2022,10/10/2022,nat cat,497,,,,,,,
988,988,house,9949b07f,165450,"407,000","81,000","2,000",open,20000,07/07/2015,05/10/2015,theft,388,,,,,,,
989,989,house,df68cdec,203850,"421,000","84,000","2,000",settled,201850,12/10/2023,10/01/2024,water damage,433,,,,,,,
990,990,house,81eb2bfa,206380,"499,000",1e+05,"5,000",open,20000,04/06/2020,02/09/2020,theft,505,,,,,,,
991,991,house,960acbb8,207260,"231,000","46,000","5,000",settled,202260,10/02/2022,11/05/2022,fire,251,,,,,,,
992,992,house,485d04e3,203070,"190,000","38,000",500,open,20000,28/12/2018,28/03/2019,theft,191,,,,,,,
993,993,house,69efcaa9,194870,"286,000","57,000","5,000",open,20000,02/05/2019,31/07/2019,theft,270,,,,,,,
994,994,house,eec78bbd,205660,"606,000","121,000",500,settled,205160,24/09/2005,23/12/2005,fire,593,,,,,,,
995,995,house,3c09c8ef,199800,"293,000","59,000","1,000",under investigation,0,07/07/2019,NA,water damage,304,,,,,,,
996,996,house,8ab1a007,204550,"538,000","108,000","5,000",denied,0,05/07/2021,NA,water damage,527,,,,,,,
997,997,house,31bad802,200060,"361,000","72,000","1,000",settled,199060,06/02/2009,07/05/2009,water damage,373,,,,,,,
998,998,house,c200abba,178800,"470,000","94,000","5,000",settled,173800,28/02/2016,28/05/2016,water damage,472,,,,,,,
999,999,house,d3113ed1,209200,"509,000","102,000","5,000",settled,204200,04/04/2012,03/07/2012,fire,518,,,,,,,
1000,1000,house,15994be4,213790,"469,000","94,000","2,000",under investigation,0,15/03/2011,NA,fire,462,,,,,,,
1001,1001,house,2c006302,210710,"499,000",1e+05,"2,000",denied,0,03/06/2008,NA,fire,479,,,,,,,
1002,1002,house,9a5a2869,201450,"673,000","135,000","2,000",settled,199450,17/04/2010,16/07/2010,water damage,679,,,,,,,
1003,1003,house,4f3e8fd3,226660,"587,000","117,000","1,000",settled,225660,29/05/2010,27/08/2010,fire,594,,,,,,,
1004,1004,house,4f137fec,207380,"341,000","68,000","1,000",under investigation,0,05/06/2011,NA,fire,331,,,,,,,
1005,1005,house,bdc12e2a,168360,"328,000","66,000","1,000",settled,167360,24/11/2022,22/02/2023,water damage,340,,,,,,,
1006,1006,house,b1d7e8af,192300,"397,000","79,000","5,000",settled,187300,26/11/2017,24/02/2018,water damage,416,,,,,,,
1007,1007,house,abbd6417,194230,"385,000","77,000","5,000",under investigation,0,25/09/2014,NA,water damage,391,,,,,,,
1008,1008,house,111ba24a,189120,"256,000","51,000","2,000",settled,187120,18/03/2007,16/06/2007,water damage,253,,,,,,,
1009,1009,house,929128e2,206450,"607,000","121,000","2,000",settled,204450,15/07/2018,13/10/2018,fire,587,,,,,,,
1010,1010,house,d4e35a42,192460,"605,000","121,000","2,000",under investigation,0,11/07/2008,NA,fire,614,,,,,,,
1011,1011,house,d9650150,169210,"269,000","54,000","1,000",under investigation,0,28/07/2019,NA,water damage,266,,,,,,,
1012,1012,house,a5cb15bc,211820,"247,000","49,000",500,settled,211320,24/04/2022,23/07/2022,water damage,253,,,,,,,
1013,1013,house,dcd8ebf1,184110,"469,000","94,000",500,settled,183610,02/09/2015,01/12/2015,water damage,480,,,,,,,
1014,1014,house,c08622ec,205270,"678,000","136,000","1,000",settled,204270,04/08/2014,02/11/2014,nat cat,697,,,,,,,
1015,1015,house,3e687afa,186320,"379,000","76,000","5,000",open,20000,03/07/2012,01/10/2012,theft,361,,,,,,,
1016,1016,house,51ccc7a9,201540,"540,000","108,000",500,open,20000,12/09/2011,11/12/2011,theft,537,,,,,,,
1017,1017,house,6796c87c,192710,"544,000","109,000","5,000",settled,187710,16/07/2018,14/10/2018,nat cat,542,,,,,,,
1018,1018,house,fb28f7c4,171560,"694,000","139,000","2,000",settled,169560,13/09/2006,12/12/2006,fire,697,,,,,,,
1019,1019,house,1e8dd4d2,227840,"584,000","117,000","5,000",under investigation,0,29/05/2020,NA,water damage,567,,,,,,,
1020,1020,house,a7f48f26,180000,"577,000","115,000",500,settled,179500,02/12/2005,02/03/2006,fire,561,,,,,,,
1021,1021,house,e0b0b076,179410,"652,000","130,000",500,under investigation,0,18/12/2007,NA,fire,661,,,,,,,
1022,1022,house,e1452f32,182720,"65,000","13,000","1,000",settled,181720,04/10/2017,02/01/2018,water damage,50,,,,,,,
1023,1023,house,dc205e5e,211050,"147,000","29,000",500,under investigation,0,05/08/2013,NA,water damage,144,,,,,,,
1024,1024,house,fd67556e,197810,"439,000","88,000","2,000",settled,195810,19/03/2015,17/06/2015,water damage,422,,,,,,,
1025,1025,house,a634a8c2,226760,"636,000","127,000","2,000",under investigation,0,06/09/2017,NA,fire,639,,,,,,,
1026,1026,house,b9c8a73b,210460,"525,000","105,000",500,settled,209960,06/10/2023,04/01/2024,water damage,514,,,,,,,
1027,1027,house,eecdf199,205590,"318,000","64,000","5,000",settled,200590,19/03/2023,17/06/2023,fire,329,,,,,,,
1028,1028,house,6f531a64,186290,"430,000","86,000","2,000",settled,184290,17/11/2007,15/02/2008,nat cat,423,,,,,,,
1029,1029,house,b245e847,210760,"796,000","159,000","1,000",settled,209760,26/02/2011,27/05/2011,fire,814,,,,,,,
1030,1030,house,5c1e8837,208700,"354,000","71,000",500,under investigation,0,24/11/2023,NA,water damage,342,,,,,,,
1031,1031,house,8c76168a,212750,"451,000","90,000","5,000",denied,0,07/08/2019,NA,fire,465,,,,,,,
1032,1032,house,36c5756f,196040,"154,000","31,000","1,000",settled,195040,03/03/2017,01/06/2017,fire,155,,,,,,,
1033,1033,house,aab6cefd,190170,"517,000","103,000",500,open,20000,03/04/2012,02/07/2012,theft,510,,,,,,,
1034,1034,house,3849d5ba,176080,"418,000","84,000","2,000",settled,174080,10/07/2020,08/10/2020,water damage,421,,,,,,,
1035,1035,house,fe8f14f1,221830,"389,000","78,000","1,000",settled,220830,07/04/2019,06/07/2019,nat cat,405,,,,,,,
1036,1036,house,a9646d0e,208720,"405,000","81,000","2,000",settled,206720,03/03/2018,01/06/2018,nat cat,410,,,,,,,
1037,1037,house,6d3d1b99,206690,"345,000","69,000","2,000",settled,204690,10/12/2004,10/03/2005,nat cat,356,,,,,,,
1038,1038,house,0715a96b,206350,5e+05,1e+05,"5,000",settled,201350,18/03/2007,16/06/2007,fire,507,,,,,,,
1039,1039,house,8d3fc42e,183550,"498,000",1e+05,"5,000",settled,178550,06/09/2012,05/12/2012,fire,499,,,,,,,
1040,1040,house,10972914,191720,"562,000","112,000","2,000",under investigation,0,26/08/2011,NA,other,558,,,,,,,
1041,1041,house,42d793ce,184550,"69,000","14,000","1,000",open,20000,26/01/2015,26/04/2015,theft,53,,,,,,,
1042,1042,house,a256a5b4,217810,"258,000","52,000",500,under investigation,0,28/10/2009,NA,fire,265,,,,,,,
1043,1043,house,df27c769,210510,"358,000","72,000","5,000",settled,205510,05/12/2010,05/03/2011,water damage,366,,,,,,,
1044,1044,house,ddd411d0,204440,"442,000","88,000","2,000",settled,202440,25/04/2016,24/07/2016,water damage,443,,,,,,,
1045,1045,house,0c88f609,189400,"449,000","90,000",500,settled,188900,04/09/2014,03/12/2014,water damage,452,,,,,,,
1046,1046,house,36821809,207320,"276,000","55,000","1,000",under investigation,0,10/11/2017,NA,fire,281,,,,,,,
1047,1047,house,cad55f7d,209480,"486,000","97,000",500,settled,208980,28/12/2013,28/03/2014,nat cat,489,,,,,,,
1048,1048,house,157d21ce,150240,"335,000","67,000","5,000",settled,145240,25/09/2009,24/12/2009,water damage,347,,,,,,,
1049,1049,house,ce59b454,175380,"597,000","119,000",500,open,20000,09/07/2018,07/10/2018,theft,613,,,,,,,
1050,1050,house,07fcebe4,184740,"528,000","106,000",500,settled,184240,02/11/2021,31/01/2022,fire,513,,,,,,,
1051,1051,house,2b7e2923,190850,"436,000","87,000","2,000",settled,188850,24/10/2016,22/01/2017,fire,451,,,,,,,
1052,1052,house,42701cab,214300,"655,000","131,000",500,settled,213800,27/05/2010,25/08/2010,fire,637,,,,,,,
